"Region","region","Tid","Alder","ledige"
"582","1101","Eigersund","1999M06","15-29",1.9
"583","1101","Eigersund","1999M07","15-29",2.6
"584","1101","Eigersund","1999M08","15-29",2.9
"585","1101","Eigersund","1999M09","15-29",2.1
"586","1101","Eigersund","1999M10","15-29",2.1
"587","1101","Eigersund","1999M11","15-29",2
"588","1101","Eigersund","1999M12","15-29",2.5
"589","1101","Eigersund","2000M01","15-29",3
"590","1101","Eigersund","2000M02","15-29",3.3
"591","1101","Eigersund","2000M03","15-29",2.7
"592","1101","Eigersund","2000M04","15-29",3.9
"593","1101","Eigersund","2000M05","15-29",3.6
"594","1101","Eigersund","2000M06","15-29",4.8
"595","1101","Eigersund","2000M07","15-29",6.1
"596","1101","Eigersund","2000M08","15-29",5.1
"597","1101","Eigersund","2000M09","15-29",4
"598","1101","Eigersund","2000M10","15-29",3.3
"599","1101","Eigersund","2000M11","15-29",2.9
"600","1101","Eigersund","2000M12","15-29",3.5
"601","1101","Eigersund","2001M01","15-29",3.8
"602","1101","Eigersund","2001M02","15-29",3.4
"603","1101","Eigersund","2001M03","15-29",3.5
"604","1101","Eigersund","2001M04","15-29",3.3
"605","1101","Eigersund","2001M05","15-29",2.9
"606","1101","Eigersund","2001M06","15-29",2.2
"607","1101","Eigersund","2001M07","15-29",3.1
"608","1101","Eigersund","2001M08","15-29",3.7
"609","1101","Eigersund","2001M09","15-29",2.9
"610","1101","Eigersund","2001M10","15-29",2.5
"611","1101","Eigersund","2001M11","15-29",2.6
"612","1101","Eigersund","2001M12","15-29",2.7
"613","1101","Eigersund","2002M01","15-29",2.8
"614","1101","Eigersund","2002M02","15-29",2.7
"615","1101","Eigersund","2002M03","15-29",2.7
"616","1101","Eigersund","2002M04","15-29",2.6
"617","1101","Eigersund","2002M05","15-29",2
"618","1101","Eigersund","2002M06","15-29",2.2
"619","1101","Eigersund","2002M07","15-29",3.1
"620","1101","Eigersund","2002M08","15-29",3.4
"621","1101","Eigersund","2002M09","15-29",2.6
"622","1101","Eigersund","2002M10","15-29",2.7
"623","1101","Eigersund","2002M11","15-29",3.9
"624","1101","Eigersund","2002M12","15-29",3.8
"625","1101","Eigersund","2003M01","15-29",5.4
"626","1101","Eigersund","2003M02","15-29",4.1
"627","1101","Eigersund","2003M03","15-29",4.2
"628","1101","Eigersund","2003M04","15-29",5
"629","1101","Eigersund","2003M05","15-29",4.1
"630","1101","Eigersund","2003M06","15-29",3.5
"631","1101","Eigersund","2003M07","15-29",4.7
"632","1101","Eigersund","2003M08","15-29",5.7
"633","1101","Eigersund","2003M09","15-29",5.3
"634","1101","Eigersund","2003M10","15-29",5.5
"635","1101","Eigersund","2003M11","15-29",6.8
"636","1101","Eigersund","2003M12","15-29",6.2
"637","1101","Eigersund","2004M01","15-29",5.7
"638","1101","Eigersund","2004M02","15-29",5.2
"639","1101","Eigersund","2004M03","15-29",4.5
"640","1101","Eigersund","2004M04","15-29",3.7
"641","1101","Eigersund","2004M05","15-29",3
"642","1101","Eigersund","2004M06","15-29",3.1
"643","1101","Eigersund","2004M07","15-29",4.1
"644","1101","Eigersund","2004M08","15-29",4.2
"645","1101","Eigersund","2004M09","15-29",4.2
"646","1101","Eigersund","2004M10","15-29",3.7
"647","1101","Eigersund","2004M11","15-29",3
"648","1101","Eigersund","2004M12","15-29",3.4
"649","1101","Eigersund","2005M01","15-29",4.6
"650","1101","Eigersund","2005M02","15-29",4.4
"651","1101","Eigersund","2005M03","15-29",4.4
"652","1101","Eigersund","2005M04","15-29",3.5
"653","1101","Eigersund","2005M05","15-29",2.7
"654","1101","Eigersund","2005M06","15-29",3.5
"655","1101","Eigersund","2005M07","15-29",4.2
"656","1101","Eigersund","2005M08","15-29",3.8
"657","1101","Eigersund","2005M09","15-29",3.7
"658","1101","Eigersund","2005M10","15-29",3.7
"659","1101","Eigersund","2005M11","15-29",4
"660","1101","Eigersund","2005M12","15-29",3.7
"661","1101","Eigersund","2006M01","15-29",3.7
"662","1101","Eigersund","2006M02","15-29",3.1
"663","1101","Eigersund","2006M03","15-29",2.9
"664","1101","Eigersund","2006M04","15-29",2.3
"665","1101","Eigersund","2006M05","15-29",2.1
"666","1101","Eigersund","2006M06","15-29",2.5
"667","1101","Eigersund","2006M07","15-29",2.5
"668","1101","Eigersund","2006M08","15-29",2.2
"669","1101","Eigersund","2006M09","15-29",2.3
"670","1101","Eigersund","2006M10","15-29",1.8
"671","1101","Eigersund","2006M11","15-29",1.6
"672","1101","Eigersund","2006M12","15-29",1.6
"673","1101","Eigersund","2007M01","15-29",2.3
"674","1101","Eigersund","2007M02","15-29",1.4
"675","1101","Eigersund","2007M03","15-29",1.8
"676","1101","Eigersund","2007M04","15-29",1.6
"677","1101","Eigersund","2007M05","15-29",1.4
"678","1101","Eigersund","2007M06","15-29",1.2
"679","1101","Eigersund","2007M07","15-29",1.4
"680","1101","Eigersund","2007M08","15-29",1.6
"681","1101","Eigersund","2007M09","15-29",1
"682","1101","Eigersund","2007M10","15-29",0.8
"683","1101","Eigersund","2007M11","15-29",1.1
"684","1101","Eigersund","2007M12","15-29",1.6
"685","1101","Eigersund","2008M01","15-29",1.9
"686","1101","Eigersund","2008M02","15-29",1.5
"687","1101","Eigersund","2008M03","15-29",1.2
"688","1101","Eigersund","2008M04","15-29",1.1
"689","1101","Eigersund","2008M05","15-29",0.9
"690","1101","Eigersund","2008M06","15-29",1.2
"691","1101","Eigersund","2008M07","15-29",1.3
"692","1101","Eigersund","2008M08","15-29",1.2
"693","1101","Eigersund","2008M09","15-29",1.2
"694","1101","Eigersund","2008M10","15-29",1.5
"695","1101","Eigersund","2008M11","15-29",1
"696","1101","Eigersund","2008M12","15-29",2
"697","1101","Eigersund","2009M01","15-29",2.3
"698","1101","Eigersund","2009M02","15-29",2.4
"699","1101","Eigersund","2009M03","15-29",2.5
"700","1101","Eigersund","2009M04","15-29",2.4
"701","1101","Eigersund","2009M05","15-29",3
"702","1101","Eigersund","2009M06","15-29",2.8
"703","1101","Eigersund","2009M07","15-29",3
"704","1101","Eigersund","2009M08","15-29",3.6
"705","1101","Eigersund","2009M09","15-29",3
"706","1101","Eigersund","2009M10","15-29",3.2
"707","1101","Eigersund","2009M11","15-29",2.6
"708","1101","Eigersund","2009M12","15-29",2.7
"709","1101","Eigersund","2010M01","15-29",3.8
"710","1101","Eigersund","2010M02","15-29",4.1
"711","1101","Eigersund","2010M03","15-29",3.1
"712","1101","Eigersund","2010M04","15-29",3.7
"713","1101","Eigersund","2010M05","15-29",3.3
"714","1101","Eigersund","2010M06","15-29",3.8
"715","1101","Eigersund","2010M07","15-29",4.1
"716","1101","Eigersund","2010M08","15-29",4.1
"717","1101","Eigersund","2010M09","15-29",2.8
"718","1101","Eigersund","2010M10","15-29",3.1
"719","1101","Eigersund","2010M11","15-29",3.4
"720","1101","Eigersund","2010M12","15-29",3.1
"721","1101","Eigersund","1999M01","30-74",1.3
"722","1101","Eigersund","1999M02","30-74",1.3
"723","1101","Eigersund","1999M03","30-74",1.1
"724","1101","Eigersund","1999M04","30-74",1.5
"725","1101","Eigersund","1999M05","30-74",1.2
"726","1101","Eigersund","1999M06","30-74",1.2
"727","1101","Eigersund","1999M07","30-74",1.7
"728","1101","Eigersund","1999M08","30-74",2.2
"729","1101","Eigersund","1999M09","30-74",1.8
"730","1101","Eigersund","1999M10","30-74",1.5
"731","1101","Eigersund","1999M11","30-74",1.3
"732","1101","Eigersund","1999M12","30-74",1.2
"733","1101","Eigersund","2000M01","30-74",1.8
"734","1101","Eigersund","2000M02","30-74",1.4
"735","1101","Eigersund","2000M03","30-74",1.7
"736","1101","Eigersund","2000M04","30-74",2.2
"737","1101","Eigersund","2000M05","30-74",2.2
"738","1101","Eigersund","2000M06","30-74",2.7
"739","1101","Eigersund","2000M07","30-74",4.5
"740","1101","Eigersund","2000M08","30-74",3.1
"741","1101","Eigersund","2000M09","30-74",2.8
"742","1101","Eigersund","2000M10","30-74",2.3
"743","1101","Eigersund","2000M11","30-74",2.6
"744","1101","Eigersund","2000M12","30-74",2.9
"745","1101","Eigersund","2001M01","30-74",2.4
"746","1101","Eigersund","2001M02","30-74",2.3
"747","1101","Eigersund","2001M03","30-74",2.2
"748","1101","Eigersund","2001M04","30-74",2.5
"749","1101","Eigersund","2001M05","30-74",2.1
"750","1101","Eigersund","2001M06","30-74",2
"751","1101","Eigersund","2001M07","30-74",2.6
"752","1101","Eigersund","2001M08","30-74",2.2
"753","1101","Eigersund","2001M09","30-74",1.9
"754","1101","Eigersund","2001M10","30-74",1.9
"755","1101","Eigersund","2001M11","30-74",1.8
"756","1101","Eigersund","2001M12","30-74",1.9
"757","1101","Eigersund","2002M01","30-74",2.1
"758","1101","Eigersund","2002M02","30-74",2
"759","1101","Eigersund","2002M03","30-74",1.8
"760","1101","Eigersund","2002M04","30-74",2.2
"761","1101","Eigersund","2002M05","30-74",2.1
"762","1101","Eigersund","2002M06","30-74",1.5
"763","1101","Eigersund","2002M07","30-74",2.2
"764","1101","Eigersund","2002M08","30-74",2
"765","1101","Eigersund","2002M09","30-74",1.9
"766","1101","Eigersund","2002M10","30-74",1.9
"767","1101","Eigersund","2002M11","30-74",2.7
"768","1101","Eigersund","2002M12","30-74",2.6
"769","1101","Eigersund","2003M01","30-74",3.4
"770","1101","Eigersund","2003M02","30-74",2.6
"771","1101","Eigersund","2003M03","30-74",2.4
"772","1101","Eigersund","2003M04","30-74",3
"773","1101","Eigersund","2003M05","30-74",2.9
"774","1101","Eigersund","2003M06","30-74",2.8
"775","1101","Eigersund","2003M07","30-74",3.3
"776","1101","Eigersund","2003M08","30-74",3.2
"777","1101","Eigersund","2003M09","30-74",3.3
"778","1101","Eigersund","2003M10","30-74",3.4
"779","1101","Eigersund","2003M11","30-74",3.9
"780","1101","Eigersund","2003M12","30-74",4
"781","1101","Eigersund","2004M01","30-74",3.5
"782","1101","Eigersund","2004M02","30-74",2.7
"783","1101","Eigersund","2004M03","30-74",2.7
"784","1101","Eigersund","2004M04","30-74",2.4
"785","1101","Eigersund","2004M05","30-74",2.3
"786","1101","Eigersund","2004M06","30-74",1.9
"787","1101","Eigersund","2004M07","30-74",2.7
"788","1101","Eigersund","2004M08","30-74",2.6
"789","1101","Eigersund","2004M09","30-74",2.6
"790","1101","Eigersund","2004M10","30-74",2.7
"791","1101","Eigersund","2004M11","30-74",2.3
"792","1101","Eigersund","2004M12","30-74",2.2
"793","1101","Eigersund","2005M01","30-74",2.6
"794","1101","Eigersund","2005M02","30-74",2.3
"795","1101","Eigersund","2005M03","30-74",2.2
"796","1101","Eigersund","2005M04","30-74",2.2
"797","1101","Eigersund","2005M05","30-74",2.3
"798","1101","Eigersund","2005M06","30-74",1.9
"799","1101","Eigersund","2005M07","30-74",2.5
"800","1101","Eigersund","2005M08","30-74",2.5
"801","1101","Eigersund","2005M09","30-74",1.6
"802","1101","Eigersund","2005M10","30-74",1.8
"803","1101","Eigersund","2005M11","30-74",1.5
"804","1101","Eigersund","2005M12","30-74",1.5
"805","1101","Eigersund","2006M01","30-74",1.4
"806","1101","Eigersund","2006M02","30-74",1.3
"807","1101","Eigersund","2006M03","30-74",1.5
"808","1101","Eigersund","2006M04","30-74",1.4
"809","1101","Eigersund","2006M05","30-74",1.2
"810","1101","Eigersund","2006M06","30-74",1.2
"811","1101","Eigersund","2006M07","30-74",1.6
"812","1101","Eigersund","2006M08","30-74",1.6
"813","1101","Eigersund","2006M09","30-74",1.3
"814","1101","Eigersund","2006M10","30-74",0.8
"815","1101","Eigersund","2006M11","30-74",0.8
"816","1101","Eigersund","2006M12","30-74",0.9
"817","1101","Eigersund","2007M01","30-74",1.1
"818","1101","Eigersund","2007M02","30-74",0.9
"819","1101","Eigersund","2007M03","30-74",1.1
"820","1101","Eigersund","2007M04","30-74",1.3
"821","1101","Eigersund","2007M05","30-74",1
"822","1101","Eigersund","2007M06","30-74",0.9
"823","1101","Eigersund","2007M07","30-74",1.5
"824","1101","Eigersund","2007M08","30-74",1.2
"825","1101","Eigersund","2007M09","30-74",0.9
"826","1101","Eigersund","2007M10","30-74",0.8
"827","1101","Eigersund","2007M11","30-74",0.8
"828","1101","Eigersund","2007M12","30-74",1.1
"829","1101","Eigersund","2008M01","30-74",0.8
"830","1101","Eigersund","2008M02","30-74",0.5
"831","1101","Eigersund","2008M03","30-74",0.6
"832","1101","Eigersund","2008M04","30-74",0.9
"833","1101","Eigersund","2008M05","30-74",0.8
"834","1101","Eigersund","2008M06","30-74",0.9
"835","1101","Eigersund","2008M07","30-74",1.1
"836","1101","Eigersund","2008M08","30-74",1.2
"837","1101","Eigersund","2008M09","30-74",0.8
"838","1101","Eigersund","2008M10","30-74",0.7
"839","1101","Eigersund","2008M11","30-74",1
"840","1101","Eigersund","2008M12","30-74",1.2
"841","1101","Eigersund","2009M01","30-74",1.2
"842","1101","Eigersund","2009M02","30-74",1.5
"843","1101","Eigersund","2009M03","30-74",1.4
"844","1101","Eigersund","2009M04","30-74",1.6
"845","1101","Eigersund","2009M05","30-74",1.6
"846","1101","Eigersund","2009M06","30-74",1.6
"847","1101","Eigersund","2009M07","30-74",2.5
"848","1101","Eigersund","2009M08","30-74",2.5
"849","1101","Eigersund","2009M09","30-74",1.9
"850","1101","Eigersund","2009M10","30-74",1.9
"851","1101","Eigersund","2009M11","30-74",1.8
"852","1101","Eigersund","2009M12","30-74",2.3
"853","1101","Eigersund","2010M01","30-74",3
"854","1101","Eigersund","2010M02","30-74",2.7
"855","1101","Eigersund","2010M03","30-74",2.6
"856","1101","Eigersund","2010M04","30-74",2.7
"857","1101","Eigersund","2010M05","30-74",2.3
"858","1101","Eigersund","2010M06","30-74",2.1
"859","1101","Eigersund","2010M07","30-74",2.4
"860","1101","Eigersund","2010M08","30-74",2.4
"861","1101","Eigersund","2010M09","30-74",2
"862","1101","Eigersund","2010M10","30-74",2
"863","1101","Eigersund","2010M11","30-74",2.2
"864","1101","Eigersund","2010M12","30-74",2.3
"865","1102","Sandnes (-2019)","1999M01","15-74",2.2
"866","1102","Sandnes (-2019)","1999M02","15-74",2.2
"867","1102","Sandnes (-2019)","1999M03","15-74",2.2
"868","1102","Sandnes (-2019)","1999M04","15-74",2.1
"869","1102","Sandnes (-2019)","1999M05","15-74",2
"870","1102","Sandnes (-2019)","1999M06","15-74",2.3
"871","1102","Sandnes (-2019)","1999M07","15-74",2.7
"872","1102","Sandnes (-2019)","1999M08","15-74",2.7
"873","1102","Sandnes (-2019)","1999M09","15-74",2.4
"874","1102","Sandnes (-2019)","1999M10","15-74",2.4
"875","1102","Sandnes (-2019)","1999M11","15-74",2.5
"876","1102","Sandnes (-2019)","1999M12","15-74",2.4
"877","1102","Sandnes (-2019)","2000M01","15-74",2.9
"878","1102","Sandnes (-2019)","2000M02","15-74",2.7
"879","1102","Sandnes (-2019)","2000M03","15-74",2.6
"880","1102","Sandnes (-2019)","2000M04","15-74",2.7
"881","1102","Sandnes (-2019)","2000M05","15-74",2.8
"882","1102","Sandnes (-2019)","2000M06","15-74",2.8
"883","1102","Sandnes (-2019)","2000M07","15-74",3.1
"884","1102","Sandnes (-2019)","2000M08","15-74",3.2
"885","1102","Sandnes (-2019)","2000M09","15-74",3.1
"886","1102","Sandnes (-2019)","2000M10","15-74",3.1
"887","1102","Sandnes (-2019)","2000M11","15-74",3.2
"888","1102","Sandnes (-2019)","2000M12","15-74",3.3
"889","1102","Sandnes (-2019)","2001M01","15-74",3.3
"890","1102","Sandnes (-2019)","2001M02","15-74",3.1
"891","1102","Sandnes (-2019)","2001M03","15-74",3.1
"892","1102","Sandnes (-2019)","2001M04","15-74",2.8
"893","1102","Sandnes (-2019)","2001M05","15-74",2.6
"894","1102","Sandnes (-2019)","2001M06","15-74",2.6
"895","1102","Sandnes (-2019)","2001M07","15-74",2.7
"896","1102","Sandnes (-2019)","2001M08","15-74",2.9
"897","1102","Sandnes (-2019)","2001M09","15-74",2.8
"898","1102","Sandnes (-2019)","2001M10","15-74",2.9
"899","1102","Sandnes (-2019)","2001M11","15-74",3
"900","1102","Sandnes (-2019)","2001M12","15-74",3
"901","1102","Sandnes (-2019)","2002M01","15-74",3.5
"902","1102","Sandnes (-2019)","2002M02","15-74",3.1
"903","1102","Sandnes (-2019)","2002M03","15-74",3.1
"904","1102","Sandnes (-2019)","2002M04","15-74",3
"905","1102","Sandnes (-2019)","2002M05","15-74",2.9
"906","1102","Sandnes (-2019)","2002M06","15-74",2.9
"907","1102","Sandnes (-2019)","2002M07","15-74",3.3
"908","1102","Sandnes (-2019)","2002M08","15-74",3.4
"909","1102","Sandnes (-2019)","2002M09","15-74",3.2
"910","1102","Sandnes (-2019)","2002M10","15-74",3.3
"911","1102","Sandnes (-2019)","2002M11","15-74",3.2
"912","1102","Sandnes (-2019)","2002M12","15-74",3.3
"913","1102","Sandnes (-2019)","2003M01","15-74",3.8
"914","1102","Sandnes (-2019)","2003M02","15-74",3.7
"915","1102","Sandnes (-2019)","2003M03","15-74",3.5
"916","1102","Sandnes (-2019)","2003M04","15-74",3.6
"917","1102","Sandnes (-2019)","2003M05","15-74",3.7
"918","1102","Sandnes (-2019)","2003M06","15-74",3.9
"919","1102","Sandnes (-2019)","2003M07","15-74",4.1
"920","1102","Sandnes (-2019)","2003M08","15-74",4.4
"921","1102","Sandnes (-2019)","2003M09","15-74",4
"922","1102","Sandnes (-2019)","2003M10","15-74",4.1
"923","1102","Sandnes (-2019)","2003M11","15-74",4.1
"924","1102","Sandnes (-2019)","2003M12","15-74",4
"925","1102","Sandnes (-2019)","2004M01","15-74",4.4
"926","1102","Sandnes (-2019)","2004M02","15-74",4.2
"927","1102","Sandnes (-2019)","2004M03","15-74",4
"928","1102","Sandnes (-2019)","2004M04","15-74",3.8
"929","1102","Sandnes (-2019)","2004M05","15-74",3.8
"930","1102","Sandnes (-2019)","2004M06","15-74",3.8
"931","1102","Sandnes (-2019)","2004M07","15-74",4.2
"932","1102","Sandnes (-2019)","2004M08","15-74",4.1
"933","1102","Sandnes (-2019)","2004M09","15-74",4
"934","1102","Sandnes (-2019)","2004M10","15-74",3.9
"935","1102","Sandnes (-2019)","2004M11","15-74",3.8
"936","1102","Sandnes (-2019)","2004M12","15-74",3.6
"937","1102","Sandnes (-2019)","2005M01","15-74",4.1
"938","1102","Sandnes (-2019)","2005M02","15-74",4
"939","1102","Sandnes (-2019)","2005M03","15-74",3.9
"940","1102","Sandnes (-2019)","2005M04","15-74",3.7
"941","1102","Sandnes (-2019)","2005M05","15-74",3.3
"942","1102","Sandnes (-2019)","2005M06","15-74",3.4
"943","1102","Sandnes (-2019)","2005M07","15-74",3.6
"944","1102","Sandnes (-2019)","2005M08","15-74",3.6
"945","1102","Sandnes (-2019)","2005M09","15-74",3.2
"946","1102","Sandnes (-2019)","2005M10","15-74",3.2
"947","1102","Sandnes (-2019)","2005M11","15-74",2.8
"948","1102","Sandnes (-2019)","2005M12","15-74",2.7
"949","1102","Sandnes (-2019)","2006M01","15-74",2.7
"950","1102","Sandnes (-2019)","2006M02","15-74",2.4
"951","1102","Sandnes (-2019)","2006M03","15-74",2.4
"952","1102","Sandnes (-2019)","2006M04","15-74",2.3
"953","1102","Sandnes (-2019)","2006M05","15-74",2.2
"954","1102","Sandnes (-2019)","2006M06","15-74",2.1
"955","1102","Sandnes (-2019)","2006M07","15-74",2.2
"956","1102","Sandnes (-2019)","2006M08","15-74",2
"957","1102","Sandnes (-2019)","2006M09","15-74",2
"958","1102","Sandnes (-2019)","2006M10","15-74",1.9
"959","1102","Sandnes (-2019)","2006M11","15-74",1.8
"960","1102","Sandnes (-2019)","2006M12","15-74",1.7
"961","1102","Sandnes (-2019)","2007M01","15-74",1.7
"962","1102","Sandnes (-2019)","2007M02","15-74",1.6
"963","1102","Sandnes (-2019)","2007M03","15-74",1.5
"964","1102","Sandnes (-2019)","2007M04","15-74",1.5
"965","1102","Sandnes (-2019)","2007M05","15-74",1.3
"966","1102","Sandnes (-2019)","2007M06","15-74",1.3
"967","1102","Sandnes (-2019)","2007M07","15-74",1.4
"968","1102","Sandnes (-2019)","2007M08","15-74",1.4
"969","1102","Sandnes (-2019)","2007M09","15-74",1.2
"970","1102","Sandnes (-2019)","2007M10","15-74",1.2
"971","1102","Sandnes (-2019)","2007M11","15-74",1.1
"972","1102","Sandnes (-2019)","2007M12","15-74",1.1
"973","1102","Sandnes (-2019)","2008M01","15-74",1.2
"974","1102","Sandnes (-2019)","2008M02","15-74",1.2
"975","1102","Sandnes (-2019)","2008M03","15-74",1.1
"976","1102","Sandnes (-2019)","2008M04","15-74",1.1
"977","1102","Sandnes (-2019)","2008M05","15-74",1
"978","1102","Sandnes (-2019)","2008M06","15-74",1
