"Region","region","Tid","Alder","ledige"
"19588","4622","Kvam","1999M04","15-29",NA
"19589","4622","Kvam","1999M05","15-29",NA
"19590","4622","Kvam","1999M06","15-29",NA
"19591","4622","Kvam","1999M07","15-29",NA
"19592","4622","Kvam","1999M08","15-29",NA
"19593","4622","Kvam","1999M09","15-29",NA
"19594","4622","Kvam","1999M10","15-29",NA
"19595","4622","Kvam","1999M11","15-29",NA
"19596","4622","Kvam","1999M12","15-29",NA
"19597","4622","Kvam","2000M01","15-29",NA
"19598","4622","Kvam","2000M02","15-29",NA
"19599","4622","Kvam","2000M03","15-29",NA
"19600","4622","Kvam","2000M04","15-29",NA
"19601","4622","Kvam","2000M05","15-29",NA
"19602","4622","Kvam","2000M06","15-29",NA
"19603","4622","Kvam","2000M07","15-29",NA
"19604","4622","Kvam","2000M08","15-29",NA
"19605","4622","Kvam","2000M09","15-29",NA
"19606","4622","Kvam","2000M10","15-29",NA
"19607","4622","Kvam","2000M11","15-29",NA
"19608","4622","Kvam","2000M12","15-29",NA
"19609","4622","Kvam","2001M01","15-29",NA
"19610","4622","Kvam","2001M02","15-29",NA
"19611","4622","Kvam","2001M03","15-29",NA
"19612","4622","Kvam","2001M04","15-29",NA
"19613","4622","Kvam","2001M05","15-29",NA
"19614","4622","Kvam","2001M06","15-29",NA
"19615","4622","Kvam","2001M07","15-29",NA
"19616","4622","Kvam","2001M08","15-29",NA
"19617","4622","Kvam","2001M09","15-29",NA
"19618","4622","Kvam","2001M10","15-29",NA
"19619","4622","Kvam","2001M11","15-29",NA
"19620","4622","Kvam","2001M12","15-29",NA
"19621","4622","Kvam","2002M01","15-29",NA
"19622","4622","Kvam","2002M02","15-29",NA
"19623","4622","Kvam","2002M03","15-29",NA
"19624","4622","Kvam","2002M04","15-29",NA
"19625","4622","Kvam","2002M05","15-29",NA
"19626","4622","Kvam","2002M06","15-29",NA
"19627","4622","Kvam","2002M07","15-29",NA
"19628","4622","Kvam","2002M08","15-29",NA
"19629","4622","Kvam","2002M09","15-29",NA
"19630","4622","Kvam","2002M10","15-29",NA
"19631","4622","Kvam","2002M11","15-29",NA
"19632","4622","Kvam","2002M12","15-29",NA
"19633","4622","Kvam","2003M01","15-29",NA
"19634","4622","Kvam","2003M02","15-29",NA
"19635","4622","Kvam","2003M03","15-29",NA
"19636","4622","Kvam","2003M04","15-29",NA
"19637","4622","Kvam","2003M05","15-29",NA
"19638","4622","Kvam","2003M06","15-29",NA
"19639","4622","Kvam","2003M07","15-29",NA
"19640","4622","Kvam","2003M08","15-29",NA
"19641","4622","Kvam","2003M09","15-29",NA
"19642","4622","Kvam","2003M10","15-29",NA
"19643","4622","Kvam","2003M11","15-29",NA
"19644","4622","Kvam","2003M12","15-29",NA
"19645","4622","Kvam","2004M01","15-29",NA
"19646","4622","Kvam","2004M02","15-29",NA
"19647","4622","Kvam","2004M03","15-29",NA
"19648","4622","Kvam","2004M04","15-29",NA
"19649","4622","Kvam","2004M05","15-29",NA
"19650","4622","Kvam","2004M06","15-29",NA
"19651","4622","Kvam","2004M07","15-29",NA
"19652","4622","Kvam","2004M08","15-29",NA
"19653","4622","Kvam","2004M09","15-29",NA
"19654","4622","Kvam","2004M10","15-29",NA
"19655","4622","Kvam","2004M11","15-29",NA
"19656","4622","Kvam","2004M12","15-29",NA
"19657","4622","Kvam","2005M01","15-29",NA
"19658","4622","Kvam","2005M02","15-29",NA
"19659","4622","Kvam","2005M03","15-29",NA
"19660","4622","Kvam","2005M04","15-29",NA
"19661","4622","Kvam","2005M05","15-29",NA
"19662","4622","Kvam","2005M06","15-29",NA
"19663","4622","Kvam","2005M07","15-29",NA
"19664","4622","Kvam","2005M08","15-29",NA
"19665","4622","Kvam","2005M09","15-29",NA
"19666","4622","Kvam","2005M10","15-29",NA
"19667","4622","Kvam","2005M11","15-29",NA
"19668","4622","Kvam","2005M12","15-29",NA
"19669","4622","Kvam","2006M01","15-29",NA
"19670","4622","Kvam","2006M02","15-29",NA
"19671","4622","Kvam","2006M03","15-29",NA
"19672","4622","Kvam","2006M04","15-29",NA
"19673","4622","Kvam","2006M05","15-29",NA
"19674","4622","Kvam","2006M06","15-29",NA
"19675","4622","Kvam","2006M07","15-29",NA
"19676","4622","Kvam","2006M08","15-29",NA
"19677","4622","Kvam","2006M09","15-29",NA
"19678","4622","Kvam","2006M10","15-29",NA
"19679","4622","Kvam","2006M11","15-29",NA
"19680","4622","Kvam","2006M12","15-29",NA
"19681","4622","Kvam","2007M01","15-29",NA
"19682","4622","Kvam","2007M02","15-29",NA
"19683","4622","Kvam","2007M03","15-29",NA
"19684","4622","Kvam","2007M04","15-29",NA
"19685","4622","Kvam","2007M05","15-29",NA
"19686","4622","Kvam","2007M06","15-29",NA
"19687","4622","Kvam","2007M07","15-29",NA
"19688","4622","Kvam","2007M08","15-29",NA
"19689","4622","Kvam","2007M09","15-29",NA
"19690","4622","Kvam","2007M10","15-29",NA
"19691","4622","Kvam","2007M11","15-29",NA
"19692","4622","Kvam","2007M12","15-29",NA
"19693","4622","Kvam","2008M01","15-29",NA
"19694","4622","Kvam","2008M02","15-29",NA
"19695","4622","Kvam","2008M03","15-29",NA
"19696","4622","Kvam","2008M04","15-29",NA
"19697","4622","Kvam","2008M05","15-29",NA
"19698","4622","Kvam","2008M06","15-29",NA
"19699","4622","Kvam","2008M07","15-29",NA
"19700","4622","Kvam","2008M08","15-29",NA
"19701","4622","Kvam","2008M09","15-29",NA
"19702","4622","Kvam","2008M10","15-29",NA
"19703","4622","Kvam","2008M11","15-29",NA
"19704","4622","Kvam","2008M12","15-29",NA
"19705","4622","Kvam","2009M01","15-29",NA
"19706","4622","Kvam","2009M02","15-29",NA
"19707","4622","Kvam","2009M03","15-29",NA
"19708","4622","Kvam","2009M04","15-29",NA
"19709","4622","Kvam","2009M05","15-29",NA
"19710","4622","Kvam","2009M06","15-29",NA
"19711","4622","Kvam","2009M07","15-29",NA
"19712","4622","Kvam","2009M08","15-29",NA
"19713","4622","Kvam","2009M09","15-29",NA
"19714","4622","Kvam","2009M10","15-29",NA
"19715","4622","Kvam","2009M11","15-29",NA
"19716","4622","Kvam","2009M12","15-29",NA
"19717","4622","Kvam","2010M01","15-29",NA
"19718","4622","Kvam","2010M02","15-29",NA
"19719","4622","Kvam","2010M03","15-29",NA
"19720","4622","Kvam","2010M04","15-29",NA
"19721","4622","Kvam","2010M05","15-29",NA
"19722","4622","Kvam","2010M06","15-29",NA
"19723","4622","Kvam","2010M07","15-29",NA
"19724","4622","Kvam","2010M08","15-29",NA
"19725","4622","Kvam","2010M09","15-29",NA
"19726","4622","Kvam","2010M10","15-29",NA
"19727","4622","Kvam","2010M11","15-29",NA
"19728","4622","Kvam","2010M12","15-29",NA
"19729","4622","Kvam","1999M01","30-74",NA
"19730","4622","Kvam","1999M02","30-74",NA
"19731","4622","Kvam","1999M03","30-74",NA
"19732","4622","Kvam","1999M04","30-74",NA
"19733","4622","Kvam","1999M05","30-74",NA
"19734","4622","Kvam","1999M06","30-74",NA
"19735","4622","Kvam","1999M07","30-74",NA
"19736","4622","Kvam","1999M08","30-74",NA
"19737","4622","Kvam","1999M09","30-74",NA
"19738","4622","Kvam","1999M10","30-74",NA
"19739","4622","Kvam","1999M11","30-74",NA
"19740","4622","Kvam","1999M12","30-74",NA
"19741","4622","Kvam","2000M01","30-74",NA
"19742","4622","Kvam","2000M02","30-74",NA
"19743","4622","Kvam","2000M03","30-74",NA
"19744","4622","Kvam","2000M04","30-74",NA
"19745","4622","Kvam","2000M05","30-74",NA
"19746","4622","Kvam","2000M06","30-74",NA
"19747","4622","Kvam","2000M07","30-74",NA
"19748","4622","Kvam","2000M08","30-74",NA
"19749","4622","Kvam","2000M09","30-74",NA
"19750","4622","Kvam","2000M10","30-74",NA
"19751","4622","Kvam","2000M11","30-74",NA
"19752","4622","Kvam","2000M12","30-74",NA
"19753","4622","Kvam","2001M01","30-74",NA
"19754","4622","Kvam","2001M02","30-74",NA
"19755","4622","Kvam","2001M03","30-74",NA
"19756","4622","Kvam","2001M04","30-74",NA
"19757","4622","Kvam","2001M05","30-74",NA
"19758","4622","Kvam","2001M06","30-74",NA
"19759","4622","Kvam","2001M07","30-74",NA
"19760","4622","Kvam","2001M08","30-74",NA
"19761","4622","Kvam","2001M09","30-74",NA
"19762","4622","Kvam","2001M10","30-74",NA
"19763","4622","Kvam","2001M11","30-74",NA
"19764","4622","Kvam","2001M12","30-74",NA
"19765","4622","Kvam","2002M01","30-74",NA
"19766","4622","Kvam","2002M02","30-74",NA
"19767","4622","Kvam","2002M03","30-74",NA
"19768","4622","Kvam","2002M04","30-74",NA
"19769","4622","Kvam","2002M05","30-74",NA
"19770","4622","Kvam","2002M06","30-74",NA
"19771","4622","Kvam","2002M07","30-74",NA
"19772","4622","Kvam","2002M08","30-74",NA
"19773","4622","Kvam","2002M09","30-74",NA
"19774","4622","Kvam","2002M10","30-74",NA
"19775","4622","Kvam","2002M11","30-74",NA
"19776","4622","Kvam","2002M12","30-74",NA
"19777","4622","Kvam","2003M01","30-74",NA
"19778","4622","Kvam","2003M02","30-74",NA
"19779","4622","Kvam","2003M03","30-74",NA
"19780","4622","Kvam","2003M04","30-74",NA
"19781","4622","Kvam","2003M05","30-74",NA
"19782","4622","Kvam","2003M06","30-74",NA
"19783","4622","Kvam","2003M07","30-74",NA
"19784","4622","Kvam","2003M08","30-74",NA
"19785","4622","Kvam","2003M09","30-74",NA
"19786","4622","Kvam","2003M10","30-74",NA
"19787","4622","Kvam","2003M11","30-74",NA
"19788","4622","Kvam","2003M12","30-74",NA
"19789","4622","Kvam","2004M01","30-74",NA
"19790","4622","Kvam","2004M02","30-74",NA
"19791","4622","Kvam","2004M03","30-74",NA
"19792","4622","Kvam","2004M04","30-74",NA
"19793","4622","Kvam","2004M05","30-74",NA
"19794","4622","Kvam","2004M06","30-74",NA
"19795","4622","Kvam","2004M07","30-74",NA
"19796","4622","Kvam","2004M08","30-74",NA
"19797","4622","Kvam","2004M09","30-74",NA
"19798","4622","Kvam","2004M10","30-74",NA
"19799","4622","Kvam","2004M11","30-74",NA
"19800","4622","Kvam","2004M12","30-74",NA
"19801","4622","Kvam","2005M01","30-74",NA
"19802","4622","Kvam","2005M02","30-74",NA
"19803","4622","Kvam","2005M03","30-74",NA
"19804","4622","Kvam","2005M04","30-74",NA
"19805","4622","Kvam","2005M05","30-74",NA
"19806","4622","Kvam","2005M06","30-74",NA
"19807","4622","Kvam","2005M07","30-74",NA
"19808","4622","Kvam","2005M08","30-74",NA
"19809","4622","Kvam","2005M09","30-74",NA
"19810","4622","Kvam","2005M10","30-74",NA
"19811","4622","Kvam","2005M11","30-74",NA
"19812","4622","Kvam","2005M12","30-74",NA
"19813","4622","Kvam","2006M01","30-74",NA
"19814","4622","Kvam","2006M02","30-74",NA
"19815","4622","Kvam","2006M03","30-74",NA
"19816","4622","Kvam","2006M04","30-74",NA
"19817","4622","Kvam","2006M05","30-74",NA
"19818","4622","Kvam","2006M06","30-74",NA
"19819","4622","Kvam","2006M07","30-74",NA
"19820","4622","Kvam","2006M08","30-74",NA
"19821","4622","Kvam","2006M09","30-74",NA
"19822","4622","Kvam","2006M10","30-74",NA
"19823","4622","Kvam","2006M11","30-74",NA
"19824","4622","Kvam","2006M12","30-74",NA
"19825","4622","Kvam","2007M01","30-74",NA
"19826","4622","Kvam","2007M02","30-74",NA
"19827","4622","Kvam","2007M03","30-74",NA
"19828","4622","Kvam","2007M04","30-74",NA
"19829","4622","Kvam","2007M05","30-74",NA
"19830","4622","Kvam","2007M06","30-74",NA
"19831","4622","Kvam","2007M07","30-74",NA
"19832","4622","Kvam","2007M08","30-74",NA
"19833","4622","Kvam","2007M09","30-74",NA
"19834","4622","Kvam","2007M10","30-74",NA
"19835","4622","Kvam","2007M11","30-74",NA
"19836","4622","Kvam","2007M12","30-74",NA
"19837","4622","Kvam","2008M01","30-74",NA
"19838","4622","Kvam","2008M02","30-74",NA
"19839","4622","Kvam","2008M03","30-74",NA
"19840","4622","Kvam","2008M04","30-74",NA
"19841","4622","Kvam","2008M05","30-74",NA
"19842","4622","Kvam","2008M06","30-74",NA
"19843","4622","Kvam","2008M07","30-74",NA
"19844","4622","Kvam","2008M08","30-74",NA
"19845","4622","Kvam","2008M09","30-74",NA
"19846","4622","Kvam","2008M10","30-74",NA
"19847","4622","Kvam","2008M11","30-74",NA
"19848","4622","Kvam","2008M12","30-74",NA
"19849","4622","Kvam","2009M01","30-74",NA
"19850","4622","Kvam","2009M02","30-74",NA
"19851","4622","Kvam","2009M03","30-74",NA
"19852","4622","Kvam","2009M04","30-74",NA
"19853","4622","Kvam","2009M05","30-74",NA
"19854","4622","Kvam","2009M06","30-74",NA
"19855","4622","Kvam","2009M07","30-74",NA
"19856","4622","Kvam","2009M08","30-74",NA
"19857","4622","Kvam","2009M09","30-74",NA
"19858","4622","Kvam","2009M10","30-74",NA
"19859","4622","Kvam","2009M11","30-74",NA
"19860","4622","Kvam","2009M12","30-74",NA
"19861","4622","Kvam","2010M01","30-74",NA
"19862","4622","Kvam","2010M02","30-74",NA
"19863","4622","Kvam","2010M03","30-74",NA
"19864","4622","Kvam","2010M04","30-74",NA
"19865","4622","Kvam","2010M05","30-74",NA
"19866","4622","Kvam","2010M06","30-74",NA
"19867","4622","Kvam","2010M07","30-74",NA
"19868","4622","Kvam","2010M08","30-74",NA
"19869","4622","Kvam","2010M09","30-74",NA
"19870","4622","Kvam","2010M10","30-74",NA
"19871","4622","Kvam","2010M11","30-74",NA
"19872","4622","Kvam","2010M12","30-74",NA
"19873","4623","Samnanger","1999M01","15-74",NA
"19874","4623","Samnanger","1999M02","15-74",NA
"19875","4623","Samnanger","1999M03","15-74",NA
"19876","4623","Samnanger","1999M04","15-74",NA
"19877","4623","Samnanger","1999M05","15-74",NA
"19878","4623","Samnanger","1999M06","15-74",NA
"19879","4623","Samnanger","1999M07","15-74",NA
"19880","4623","Samnanger","1999M08","15-74",NA
"19881","4623","Samnanger","1999M09","15-74",NA
"19882","4623","Samnanger","1999M10","15-74",NA
"19883","4623","Samnanger","1999M11","15-74",NA
"19884","4623","Samnanger","1999M12","15-74",NA
"19885","4623","Samnanger","2000M01","15-74",NA
"19886","4623","Samnanger","2000M02","15-74",NA
"19887","4623","Samnanger","2000M03","15-74",NA
"19888","4623","Samnanger","2000M04","15-74",NA
"19889","4623","Samnanger","2000M05","15-74",NA
"19890","4623","Samnanger","2000M06","15-74",NA
"19891","4623","Samnanger","2000M07","15-74",NA
"19892","4623","Samnanger","2000M08","15-74",NA
"19893","4623","Samnanger","2000M09","15-74",NA
"19894","4623","Samnanger","2000M10","15-74",NA
"19895","4623","Samnanger","2000M11","15-74",NA
"19896","4623","Samnanger","2000M12","15-74",NA
"19897","4623","Samnanger","2001M01","15-74",NA
"19898","4623","Samnanger","2001M02","15-74",NA
"19899","4623","Samnanger","2001M03","15-74",NA
"19900","4623","Samnanger","2001M04","15-74",NA
"19901","4623","Samnanger","2001M05","15-74",NA
"19902","4623","Samnanger","2001M06","15-74",NA
"19903","4623","Samnanger","2001M07","15-74",NA
"19904","4623","Samnanger","2001M08","15-74",NA
"19905","4623","Samnanger","2001M09","15-74",NA
"19906","4623","Samnanger","2001M10","15-74",NA
"19907","4623","Samnanger","2001M11","15-74",NA
"19908","4623","Samnanger","2001M12","15-74",NA
"19909","4623","Samnanger","2002M01","15-74",NA
"19910","4623","Samnanger","2002M02","15-74",NA
"19911","4623","Samnanger","2002M03","15-74",NA
"19912","4623","Samnanger","2002M04","15-74",NA
"19913","4623","Samnanger","2002M05","15-74",NA
"19914","4623","Samnanger","2002M06","15-74",NA
"19915","4623","Samnanger","2002M07","15-74",NA
"19916","4623","Samnanger","2002M08","15-74",NA
"19917","4623","Samnanger","2002M09","15-74",NA
"19918","4623","Samnanger","2002M10","15-74",NA
"19919","4623","Samnanger","2002M11","15-74",NA
"19920","4623","Samnanger","2002M12","15-74",NA
"19921","4623","Samnanger","2003M01","15-74",NA
"19922","4623","Samnanger","2003M02","15-74",NA
"19923","4623","Samnanger","2003M03","15-74",NA
"19924","4623","Samnanger","2003M04","15-74",NA
"19925","4623","Samnanger","2003M05","15-74",NA
"19926","4623","Samnanger","2003M06","15-74",NA
"19927","4623","Samnanger","2003M07","15-74",NA
"19928","4623","Samnanger","2003M08","15-74",NA
"19929","4623","Samnanger","2003M09","15-74",NA
"19930","4623","Samnanger","2003M10","15-74",NA
"19931","4623","Samnanger","2003M11","15-74",NA
"19932","4623","Samnanger","2003M12","15-74",NA
"19933","4623","Samnanger","2004M01","15-74",NA
"19934","4623","Samnanger","2004M02","15-74",NA
"19935","4623","Samnanger","2004M03","15-74",NA
"19936","4623","Samnanger","2004M04","15-74",NA
"19937","4623","Samnanger","2004M05","15-74",NA
"19938","4623","Samnanger","2004M06","15-74",NA
"19939","4623","Samnanger","2004M07","15-74",NA
"19940","4623","Samnanger","2004M08","15-74",NA
"19941","4623","Samnanger","2004M09","15-74",NA
"19942","4623","Samnanger","2004M10","15-74",NA
"19943","4623","Samnanger","2004M11","15-74",NA
"19944","4623","Samnanger","2004M12","15-74",NA
"19945","4623","Samnanger","2005M01","15-74",NA
"19946","4623","Samnanger","2005M02","15-74",NA
"19947","4623","Samnanger","2005M03","15-74",NA
"19948","4623","Samnanger","2005M04","15-74",NA
"19949","4623","Samnanger","2005M05","15-74",NA
"19950","4623","Samnanger","2005M06","15-74",NA
"19951","4623","Samnanger","2005M07","15-74",NA
"19952","4623","Samnanger","2005M08","15-74",NA
"19953","4623","Samnanger","2005M09","15-74",NA
"19954","4623","Samnanger","2005M10","15-74",NA
"19955","4623","Samnanger","2005M11","15-74",NA
"19956","4623","Samnanger","2005M12","15-74",NA
"19957","4623","Samnanger","2006M01","15-74",NA
"19958","4623","Samnanger","2006M02","15-74",NA
"19959","4623","Samnanger","2006M03","15-74",NA
"19960","4623","Samnanger","2006M04","15-74",NA
"19961","4623","Samnanger","2006M05","15-74",NA
"19962","4623","Samnanger","2006M06","15-74",NA
"19963","4623","Samnanger","2006M07","15-74",NA
"19964","4623","Samnanger","2006M08","15-74",NA
"19965","4623","Samnanger","2006M09","15-74",NA
"19966","4623","Samnanger","2006M10","15-74",NA
"19967","4623","Samnanger","2006M11","15-74",NA
"19968","4623","Samnanger","2006M12","15-74",NA
"19969","4623","Samnanger","2007M01","15-74",NA
"19970","4623","Samnanger","2007M02","15-74",NA
"19971","4623","Samnanger","2007M03","15-74",NA
"19972","4623","Samnanger","2007M04","15-74",NA
"19973","4623","Samnanger","2007M05","15-74",NA
"19974","4623","Samnanger","2007M06","15-74",NA
"19975","4623","Samnanger","2007M07","15-74",NA
"19976","4623","Samnanger","2007M08","15-74",NA
"19977","4623","Samnanger","2007M09","15-74",NA
"19978","4623","Samnanger","2007M10","15-74",NA
"19979","4623","Samnanger","2007M11","15-74",NA
"19980","4623","Samnanger","2007M12","15-74",NA
"19981","4623","Samnanger","2008M01","15-74",NA
"19982","4623","Samnanger","2008M02","15-74",NA
"19983","4623","Samnanger","2008M03","15-74",NA
"19984","4623","Samnanger","2008M04","15-74",NA
"19985","4623","Samnanger","2008M05","15-74",NA
"19986","4623","Samnanger","2008M06","15-74",NA
"19987","4623","Samnanger","2008M07","15-74",NA
"19988","4623","Samnanger","2008M08","15-74",NA
"19989","4623","Samnanger","2008M09","15-74",NA
"19990","4623","Samnanger","2008M10","15-74",NA
"19991","4623","Samnanger","2008M11","15-74",NA
"19992","4623","Samnanger","2008M12","15-74",NA
"19993","4623","Samnanger","2009M01","15-74",NA
"19994","4623","Samnanger","2009M02","15-74",NA
"19995","4623","Samnanger","2009M03","15-74",NA
"19996","4623","Samnanger","2009M04","15-74",NA
"19997","4623","Samnanger","2009M05","15-74",NA
"19998","4623","Samnanger","2009M06","15-74",NA
"19999","4623","Samnanger","2009M07","15-74",NA
"20000","4623","Samnanger","2009M08","15-74",NA
"20001","4623","Samnanger","2009M09","15-74",NA
"20002","4623","Samnanger","2009M10","15-74",NA
"20003","4623","Samnanger","2009M11","15-74",NA
"20004","4623","Samnanger","2009M12","15-74",NA
"20005","4623","Samnanger","2010M01","15-74",NA
"20006","4623","Samnanger","2010M02","15-74",NA
"20007","4623","Samnanger","2010M03","15-74",NA
"20008","4623","Samnanger","2010M04","15-74",NA
"20009","4623","Samnanger","2010M05","15-74",NA
"20010","4623","Samnanger","2010M06","15-74",NA
"20011","4623","Samnanger","2010M07","15-74",NA
"20012","4623","Samnanger","2010M08","15-74",NA
"20013","4623","Samnanger","2010M09","15-74",NA
"20014","4623","Samnanger","2010M10","15-74",NA
"20015","4623","Samnanger","2010M11","15-74",NA
"20016","4623","Samnanger","2010M12","15-74",NA
"20017","4623","Samnanger","1999M01","15-29",NA
"20018","4623","Samnanger","1999M02","15-29",NA
"20019","4623","Samnanger","1999M03","15-29",NA
"20020","4623","Samnanger","1999M04","15-29",NA
"20021","4623","Samnanger","1999M05","15-29",NA
"20022","4623","Samnanger","1999M06","15-29",NA
"20023","4623","Samnanger","1999M07","15-29",NA
"20024","4623","Samnanger","1999M08","15-29",NA
"20025","4623","Samnanger","1999M09","15-29",NA
"20026","4623","Samnanger","1999M10","15-29",NA
"20027","4623","Samnanger","1999M11","15-29",NA
"20028","4623","Samnanger","1999M12","15-29",NA
"20029","4623","Samnanger","2000M01","15-29",NA
"20030","4623","Samnanger","2000M02","15-29",NA
"20031","4623","Samnanger","2000M03","15-29",NA
"20032","4623","Samnanger","2000M04","15-29",NA
"20033","4623","Samnanger","2000M05","15-29",NA
"20034","4623","Samnanger","2000M06","15-29",NA
"20035","4623","Samnanger","2000M07","15-29",NA
"20036","4623","Samnanger","2000M08","15-29",NA
"20037","4623","Samnanger","2000M09","15-29",NA
"20038","4623","Samnanger","2000M10","15-29",NA
"20039","4623","Samnanger","2000M11","15-29",NA
"20040","4623","Samnanger","2000M12","15-29",NA
"20041","4623","Samnanger","2001M01","15-29",NA
"20042","4623","Samnanger","2001M02","15-29",NA
"20043","4623","Samnanger","2001M03","15-29",NA
"20044","4623","Samnanger","2001M04","15-29",NA
"20045","4623","Samnanger","2001M05","15-29",NA
"20046","4623","Samnanger","2001M06","15-29",NA
"20047","4623","Samnanger","2001M07","15-29",NA
"20048","4623","Samnanger","2001M08","15-29",NA
"20049","4623","Samnanger","2001M09","15-29",NA
"20050","4623","Samnanger","2001M10","15-29",NA
"20051","4623","Samnanger","2001M11","15-29",NA
"20052","4623","Samnanger","2001M12","15-29",NA
"20053","4623","Samnanger","2002M01","15-29",NA
"20054","4623","Samnanger","2002M02","15-29",NA
"20055","4623","Samnanger","2002M03","15-29",NA
"20056","4623","Samnanger","2002M04","15-29",NA
"20057","4623","Samnanger","2002M05","15-29",NA
"20058","4623","Samnanger","2002M06","15-29",NA
"20059","4623","Samnanger","2002M07","15-29",NA
"20060","4623","Samnanger","2002M08","15-29",NA
"20061","4623","Samnanger","2002M09","15-29",NA
"20062","4623","Samnanger","2002M10","15-29",NA
"20063","4623","Samnanger","2002M11","15-29",NA
"20064","4623","Samnanger","2002M12","15-29",NA
"20065","4623","Samnanger","2003M01","15-29",NA
"20066","4623","Samnanger","2003M02","15-29",NA
"20067","4623","Samnanger","2003M03","15-29",NA
"20068","4623","Samnanger","2003M04","15-29",NA
"20069","4623","Samnanger","2003M05","15-29",NA
"20070","4623","Samnanger","2003M06","15-29",NA
"20071","4623","Samnanger","2003M07","15-29",NA
"20072","4623","Samnanger","2003M08","15-29",NA
"20073","4623","Samnanger","2003M09","15-29",NA
"20074","4623","Samnanger","2003M10","15-29",NA
"20075","4623","Samnanger","2003M11","15-29",NA
"20076","4623","Samnanger","2003M12","15-29",NA
"20077","4623","Samnanger","2004M01","15-29",NA
"20078","4623","Samnanger","2004M02","15-29",NA
"20079","4623","Samnanger","2004M03","15-29",NA
"20080","4623","Samnanger","2004M04","15-29",NA
"20081","4623","Samnanger","2004M05","15-29",NA
"20082","4623","Samnanger","2004M06","15-29",NA
"20083","4623","Samnanger","2004M07","15-29",NA
"20084","4623","Samnanger","2004M08","15-29",NA
"20085","4623","Samnanger","2004M09","15-29",NA
"20086","4623","Samnanger","2004M10","15-29",NA
"20087","4623","Samnanger","2004M11","15-29",NA
"20088","4623","Samnanger","2004M12","15-29",NA
"20089","4623","Samnanger","2005M01","15-29",NA
"20090","4623","Samnanger","2005M02","15-29",NA
"20091","4623","Samnanger","2005M03","15-29",NA
"20092","4623","Samnanger","2005M04","15-29",NA
"20093","4623","Samnanger","2005M05","15-29",NA
"20094","4623","Samnanger","2005M06","15-29",NA
"20095","4623","Samnanger","2005M07","15-29",NA
"20096","4623","Samnanger","2005M08","15-29",NA
"20097","4623","Samnanger","2005M09","15-29",NA
"20098","4623","Samnanger","2005M10","15-29",NA
"20099","4623","Samnanger","2005M11","15-29",NA
"20100","4623","Samnanger","2005M12","15-29",NA
"20101","4623","Samnanger","2006M01","15-29",NA
"20102","4623","Samnanger","2006M02","15-29",NA
"20103","4623","Samnanger","2006M03","15-29",NA
"20104","4623","Samnanger","2006M04","15-29",NA
"20105","4623","Samnanger","2006M05","15-29",NA
"20106","4623","Samnanger","2006M06","15-29",NA
"20107","4623","Samnanger","2006M07","15-29",NA
"20108","4623","Samnanger","2006M08","15-29",NA
"20109","4623","Samnanger","2006M09","15-29",NA
"20110","4623","Samnanger","2006M10","15-29",NA
"20111","4623","Samnanger","2006M11","15-29",NA
"20112","4623","Samnanger","2006M12","15-29",NA
"20113","4623","Samnanger","2007M01","15-29",NA
"20114","4623","Samnanger","2007M02","15-29",NA
"20115","4623","Samnanger","2007M03","15-29",NA
"20116","4623","Samnanger","2007M04","15-29",NA
"20117","4623","Samnanger","2007M05","15-29",NA
"20118","4623","Samnanger","2007M06","15-29",NA
"20119","4623","Samnanger","2007M07","15-29",NA
"20120","4623","Samnanger","2007M08","15-29",NA
"20121","4623","Samnanger","2007M09","15-29",NA
"20122","4623","Samnanger","2007M10","15-29",NA
"20123","4623","Samnanger","2007M11","15-29",NA
"20124","4623","Samnanger","2007M12","15-29",NA
"20125","4623","Samnanger","2008M01","15-29",NA
"20126","4623","Samnanger","2008M02","15-29",NA
"20127","4623","Samnanger","2008M03","15-29",NA
"20128","4623","Samnanger","2008M04","15-29",NA
"20129","4623","Samnanger","2008M05","15-29",NA
"20130","4623","Samnanger","2008M06","15-29",NA
"20131","4623","Samnanger","2008M07","15-29",NA
"20132","4623","Samnanger","2008M08","15-29",NA
"20133","4623","Samnanger","2008M09","15-29",NA
"20134","4623","Samnanger","2008M10","15-29",NA
"20135","4623","Samnanger","2008M11","15-29",NA
"20136","4623","Samnanger","2008M12","15-29",NA
"20137","4623","Samnanger","2009M01","15-29",NA
"20138","4623","Samnanger","2009M02","15-29",NA
"20139","4623","Samnanger","2009M03","15-29",NA
"20140","4623","Samnanger","2009M04","15-29",NA
"20141","4623","Samnanger","2009M05","15-29",NA
"20142","4623","Samnanger","2009M06","15-29",NA
"20143","4623","Samnanger","2009M07","15-29",NA
"20144","4623","Samnanger","2009M08","15-29",NA
"20145","4623","Samnanger","2009M09","15-29",NA
"20146","4623","Samnanger","2009M10","15-29",NA
"20147","4623","Samnanger","2009M11","15-29",NA
"20148","4623","Samnanger","2009M12","15-29",NA
"20149","4623","Samnanger","2010M01","15-29",NA
"20150","4623","Samnanger","2010M02","15-29",NA
"20151","4623","Samnanger","2010M03","15-29",NA
"20152","4623","Samnanger","2010M04","15-29",NA
"20153","4623","Samnanger","2010M05","15-29",NA
"20154","4623","Samnanger","2010M06","15-29",NA
"20155","4623","Samnanger","2010M07","15-29",NA
"20156","4623","Samnanger","2010M08","15-29",NA
"20157","4623","Samnanger","2010M09","15-29",NA
